image_path,file_name,split,folder_category,severity_score,target_class,original_parent,unique_filename
Dataset\Gambo\Test\Corrected\1_9437.png,1_9437.png,Train,Corrected,1,1,Test,Test_Corrected_1_9437.png
Dataset\Gambo\Train\Corrected\1_14711.png,1_14711.png,Train,Corrected,1,1,Train,Train_Corrected_1_14711.png
Dataset\Gambo\Train\Corrected\2_4818.png,2_4818.png,Train,Corrected,2,1,Train,Train_Corrected_2_4818.png
Dataset\Gambo\Test\Corrected\1_1578.png,1_1578.png,Train,Corrected,1,1,Test,Test_Corrected_1_1578.png
Dataset\Gambo\Train\Corrected\1_23578.png,1_23578.png,Train,Corrected,1,1,Train,Train_Corrected_1_23578.png
Dataset\Gambo\Train\Reversal\6_17269.png,6_17269.png,Train,Reversal,6,1,Train,Train_Reversal_6_17269.png
Dataset\Gambo\Train\Normal\A-2384.png,A-2384.png,Train,Normal,0,0,Train,Train_Normal_A-2384.png
Dataset\Gambo\Train\Reversal\6_26745.png,6_26745.png,Train,Reversal,6,1,Train,Train_Reversal_6_26745.png
Dataset\Gambo\Train\Normal\N-2154.png,N-2154.png,Train,Normal,0,0,Train,Train_Normal_N-2154.png
Dataset\Gambo\Train\Reversal\6_8786.png,6_8786.png,Train,Reversal,6,1,Train,Train_Reversal_6_8786.png
Dataset\Gambo\Test\Reversal\6_5039.png,6_5039.png,Train,Reversal,6,1,Test,Test_Reversal_6_5039.png
Dataset\Gambo\Train\Corrected\3_5085.png,3_5085.png,Train,Corrected,3,1,Train,Train_Corrected_3_5085.png
Dataset\Gambo\Train\Normal\G-1728.png,G-1728.png,Train,Normal,0,0,Train,Train_Normal_G-1728.png
Dataset\Gambo\Train\Corrected\6_4373.png,6_4373.png,Train,Corrected,6,1,Train,Train_Corrected_6_4373.png
Dataset\Gambo\Test\Corrected\4_831.png,4_831.png,Train,Corrected,4,1,Test,Test_Corrected_4_831.png
Dataset\Gambo\Train\Reversal\6_25141.png,6_25141.png,Train,Reversal,6,1,Train,Train_Reversal_6_25141.png
Dataset\Gambo\Test\Reversal\6_5864.png,6_5864.png,Train,Reversal,6,1,Test,Test_Reversal_6_5864.png
Dataset\Gambo\Train\Corrected\6_544.png,6_544.png,Train,Corrected,6,1,Train,Train_Corrected_6_544.png
Dataset\Gambo\Test\Reversal\6_4267.png,6_4267.png,Train,Reversal,6,1,Test,Test_Reversal_6_4267.png
Dataset\Gambo\Train\Corrected\1_15508.png,1_15508.png,Train,Corrected,1,1,Train,Train_Corrected_1_15508.png
Dataset\Gambo\Train\Corrected\1_17853.png,1_17853.png,Train,Corrected,1,1,Train,Train_Corrected_1_17853.png
Dataset\Gambo\Train\Reversal\6_23008.png,6_23008.png,Train,Reversal,6,1,Train,Train_Reversal_6_23008.png
Dataset\Gambo\Train\Normal\E-1080.png,E-1080.png,Train,Normal,0,0,Train,Train_Normal_E-1080.png
Dataset\Gambo\Train\Normal\H-2237.png,H-2237.png,Train,Normal,0,0,Train,Train_Normal_H-2237.png
Dataset\Gambo\Train\Corrected\1_20580.png,1_20580.png,Train,Corrected,1,1,Train,Train_Corrected_1_20580.png
Dataset\Gambo\Train\Reversal\6_9214.png,6_9214.png,Train,Reversal,6,1,Train,Train_Reversal_6_9214.png
Dataset\Gambo\Train\Corrected\1_36617.png,1_36617.png,Train,Corrected,1,1,Train,Train_Corrected_1_36617.png
Dataset\Gambo\Test\Normal\V-283.png,V-283.png,Train,Normal,0,0,Test,Test_Normal_V-283.png
Dataset\Gambo\Test\Corrected\1_8201.png,1_8201.png,Train,Corrected,1,1,Test,Test_Corrected_1_8201.png
Dataset\Gambo\Train\Reversal\6_24123.png,6_24123.png,Train,Reversal,6,1,Train,Train_Reversal_6_24123.png
Dataset\Gambo\Train\Corrected\6_1631.png,6_1631.png,Train,Corrected,6,1,Train,Train_Corrected_6_1631.png
Dataset\Gambo\Train\Corrected\1_22223.png,1_22223.png,Train,Corrected,1,1,Train,Train_Corrected_1_22223.png
Dataset\Gambo\Train\Corrected\1_20181.png,1_20181.png,Train,Corrected,1,1,Train,Train_Corrected_1_20181.png
Dataset\Gambo\Train\Corrected\1_4585.png,1_4585.png,Train,Corrected,1,1,Train,Train_Corrected_1_4585.png
Dataset\Gambo\Train\Normal\J-1122.png,J-1122.png,Train,Normal,0,0,Train,Train_Normal_J-1122.png
Dataset\Gambo\Train\Normal\N-709.png,N-709.png,Train,Normal,0,0,Train,Train_Normal_N-709.png
Dataset\Gambo\Test\Normal\E-97.png,E-97.png,Train,Normal,0,0,Test,Test_Normal_E-97.png
Dataset\Gambo\Train\Normal\F-1000.png,F-1000.png,Train,Normal,0,0,Train,Train_Normal_F-1000.png
Dataset\Gambo\Train\Reversal\6_10999.png,6_10999.png,Train,Reversal,6,1,Train,Train_Reversal_6_10999.png
Dataset\Gambo\Train\Corrected\1_29904.png,1_29904.png,Train,Corrected,1,1,Train,Train_Corrected_1_29904.png
Dataset\Gambo\Train\Corrected\6_2709.png,6_2709.png,Train,Corrected,6,1,Train,Train_Corrected_6_2709.png
Dataset\Gambo\Train\Normal\L-1919.png,L-1919.png,Train,Normal,0,0,Train,Train_Normal_L-1919.png
Dataset\Gambo\Train\Corrected\1_28680.png,1_28680.png,Train,Corrected,1,1,Train,Train_Corrected_1_28680.png
Dataset\Gambo\Train\Corrected\4_5283.png,4_5283.png,Train,Corrected,4,1,Train,Train_Corrected_4_5283.png
Dataset\Gambo\Train\Normal\N-571.png,N-571.png,Train,Normal,0,0,Train,Train_Normal_N-571.png
Dataset\Gambo\Train\Normal\M-1705.png,M-1705.png,Train,Normal,0,0,Train,Train_Normal_M-1705.png
Dataset\Gambo\Train\Normal\B-2113.png,B-2113.png,Train,Normal,0,0,Train,Train_Normal_B-2113.png
Dataset\Gambo\Train\Corrected\1_15063.png,1_15063.png,Train,Corrected,1,1,Train,Train_Corrected_1_15063.png
Dataset\Gambo\Train\Normal\G-2161.png,G-2161.png,Train,Normal,0,0,Train,Train_Normal_G-2161.png
Dataset\Gambo\Test\Corrected\1_6504.png,1_6504.png,Train,Corrected,1,1,Test,Test_Corrected_1_6504.png
Dataset\Gambo\Train\Normal\M-1261.png,M-1261.png,Train,Normal,0,0,Train,Train_Normal_M-1261.png
Dataset\Gambo\Train\Reversal\6_31660.png,6_31660.png,Train,Reversal,6,1,Train,Train_Reversal_6_31660.png
Dataset\Gambo\Train\Corrected\1_24282.png,1_24282.png,Train,Corrected,1,1,Train,Train_Corrected_1_24282.png
Dataset\Gambo\Test\Corrected\5_1466.png,5_1466.png,Train,Corrected,5,1,Test,Test_Corrected_5_1466.png
Dataset\Gambo\Train\Corrected\3_922.png,3_922.png,Train,Corrected,3,1,Train,Train_Corrected_3_922.png
Dataset\Gambo\Train\Reversal\6_16956.png,6_16956.png,Train,Reversal,6,1,Train,Train_Reversal_6_16956.png
Dataset\Gambo\Train\Corrected\6_1598.png,6_1598.png,Train,Corrected,6,1,Train,Train_Corrected_6_1598.png
Dataset\Gambo\Train\Reversal\6_22364.png,6_22364.png,Train,Reversal,6,1,Train,Train_Reversal_6_22364.png
Dataset\Gambo\Train\Reversal\6_14681.png,6_14681.png,Train,Reversal,6,1,Train,Train_Reversal_6_14681.png
Dataset\Gambo\Test\Normal\K-429.png,K-429.png,Train,Normal,0,0,Test,Test_Normal_K-429.png
Dataset\Gambo\Train\Corrected\1_28330.png,1_28330.png,Train,Corrected,1,1,Train,Train_Corrected_1_28330.png
Dataset\Gambo\Test\Corrected\1_1303.png,1_1303.png,Train,Corrected,1,1,Test,Test_Corrected_1_1303.png
Dataset\Gambo\Train\Reversal\6_23239.png,6_23239.png,Train,Reversal,6,1,Train,Train_Reversal_6_23239.png
Dataset\Gambo\Train\Reversal\6_7022.png,6_7022.png,Train,Reversal,6,1,Train,Train_Reversal_6_7022.png
Dataset\Gambo\Train\Corrected\1_28474.png,1_28474.png,Train,Corrected,1,1,Train,Train_Corrected_1_28474.png
Dataset\Gambo\Train\Corrected\1_38402.png,1_38402.png,Train,Corrected,1,1,Train,Train_Corrected_1_38402.png
Dataset\Gambo\Test\Reversal\6_716.png,6_716.png,Train,Reversal,6,1,Test,Test_Reversal_6_716.png
Dataset\Gambo\Train\Normal\R-218.png,R-218.png,Train,Normal,0,0,Train,Train_Normal_R-218.png
Dataset\Gambo\Train\Corrected\1_13643.png,1_13643.png,Train,Corrected,1,1,Train,Train_Corrected_1_13643.png
Dataset\Gambo\Train\Corrected\5_3901.png,5_3901.png,Train,Corrected,5,1,Train,Train_Corrected_5_3901.png
Dataset\Gambo\Train\Corrected\4_4229.png,4_4229.png,Train,Corrected,4,1,Train,Train_Corrected_4_4229.png
Dataset\Gambo\Train\Normal\N-1847.png,N-1847.png,Train,Normal,0,0,Train,Train_Normal_N-1847.png
Dataset\Gambo\Train\Reversal\6_2391.png,6_2391.png,Train,Reversal,6,1,Train,Train_Reversal_6_2391.png
Dataset\Gambo\Test\Normal\G-492.png,G-492.png,Train,Normal,0,0,Test,Test_Normal_G-492.png
Dataset\Gambo\Test\Reversal\6_5904.png,6_5904.png,Train,Reversal,6,1,Test,Test_Reversal_6_5904.png
Dataset\Gambo\Train\Normal\A-766.png,A-766.png,Train,Normal,0,0,Train,Train_Normal_A-766.png
Dataset\Gambo\Test\Normal\N-84.png,N-84.png,Train,Normal,0,0,Test,Test_Normal_N-84.png
Dataset\Gambo\Train\Reversal\6_12114.png,6_12114.png,Train,Reversal,6,1,Train,Train_Reversal_6_12114.png
Dataset\Gambo\Train\Reversal\6_252.png,6_252.png,Train,Reversal,6,1,Train,Train_Reversal_6_252.png
Dataset\Gambo\Train\Corrected\4_1398.png,4_1398.png,Train,Corrected,4,1,Train,Train_Corrected_4_1398.png
Dataset\Gambo\Train\Normal\C-1664.png,C-1664.png,Train,Normal,0,0,Train,Train_Normal_C-1664.png
Dataset\Gambo\Test\Corrected\1_3861.png,1_3861.png,Train,Corrected,1,1,Test,Test_Corrected_1_3861.png
Dataset\Gambo\Train\Reversal\6_21460.png,6_21460.png,Train,Reversal,6,1,Train,Train_Reversal_6_21460.png
Dataset\Gambo\Train\Corrected\5_461.png,5_461.png,Train,Corrected,5,1,Train,Train_Corrected_5_461.png
Dataset\Gambo\Train\Corrected\6_5358.png,6_5358.png,Train,Corrected,6,1,Train,Train_Corrected_6_5358.png
Dataset\Gambo\Train\Corrected\1_10815.png,1_10815.png,Train,Corrected,1,1,Train,Train_Corrected_1_10815.png
Dataset\Gambo\Train\Corrected\1_24402.png,1_24402.png,Train,Corrected,1,1,Train,Train_Corrected_1_24402.png
Dataset\Gambo\Train\Corrected\4_2402.png,4_2402.png,Train,Corrected,4,1,Train,Train_Corrected_4_2402.png
Dataset\Gambo\Train\Corrected\1_23135.png,1_23135.png,Train,Corrected,1,1,Train,Train_Corrected_1_23135.png
Dataset\Gambo\Train\Corrected\1_17677.png,1_17677.png,Train,Corrected,1,1,Train,Train_Corrected_1_17677.png
Dataset\Gambo\Train\Corrected\1_20681.png,1_20681.png,Train,Corrected,1,1,Train,Train_Corrected_1_20681.png
Dataset\Gambo\Test\Corrected\1_3330.png,1_3330.png,Train,Corrected,1,1,Test,Test_Corrected_1_3330.png
Dataset\Gambo\Train\Reversal\6_31103.png,6_31103.png,Train,Reversal,6,1,Train,Train_Reversal_6_31103.png
Dataset\Gambo\Train\Reversal\6_104.png,6_104.png,Train,Reversal,6,1,Train,Train_Reversal_6_104.png
Dataset\Gambo\Train\Corrected\2_2425.png,2_2425.png,Train,Corrected,2,1,Train,Train_Corrected_2_2425.png
Dataset\Gambo\Train\Reversal\6_26045.png,6_26045.png,Train,Reversal,6,1,Train,Train_Reversal_6_26045.png
Dataset\Gambo\Train\Reversal\6_1880.png,6_1880.png,Train,Reversal,6,1,Train,Train_Reversal_6_1880.png
Dataset\Gambo\Train\Reversal\6_17914.png,6_17914.png,Train,Reversal,6,1,Train,Train_Reversal_6_17914.png
Dataset\Gambo\Test\Reversal\6_5847.png,6_5847.png,Train,Reversal,6,1,Test,Test_Reversal_6_5847.png
Dataset\Gambo\Train\Reversal\6_2693.png,6_2693.png,Train,Reversal,6,1,Train,Train_Reversal_6_2693.png
Dataset\Gambo\Train\Corrected\1_10870.png,1_10870.png,Train,Corrected,1,1,Train,Train_Corrected_1_10870.png
Dataset\Gambo\Train\Corrected\6_4109.png,6_4109.png,Train,Corrected,6,1,Train,Train_Corrected_6_4109.png
Dataset\Gambo\Test\Corrected\1_3374.png,1_3374.png,Train,Corrected,1,1,Test,Test_Corrected_1_3374.png
Dataset\Gambo\Train\Corrected\1_38321.png,1_38321.png,Train,Corrected,1,1,Train,Train_Corrected_1_38321.png
Dataset\Gambo\Train\Normal\B-1667.png,B-1667.png,Train,Normal,0,0,Train,Train_Normal_B-1667.png
Dataset\Gambo\Train\Normal\N-1681.png,N-1681.png,Train,Normal,0,0,Train,Train_Normal_N-1681.png
Dataset\Gambo\Train\Normal\B-812.png,B-812.png,Train,Normal,0,0,Train,Train_Normal_B-812.png
Dataset\Gambo\Train\Corrected\4_1056.png,4_1056.png,Train,Corrected,4,1,Train,Train_Corrected_4_1056.png
Dataset\Gambo\Test\Corrected\6_520.png,6_520.png,Train,Corrected,6,1,Test,Test_Corrected_6_520.png
Dataset\Gambo\Train\Corrected\3_3799.png,3_3799.png,Train,Corrected,3,1,Train,Train_Corrected_3_3799.png
Dataset\Gambo\Train\Corrected\6_626.png,6_626.png,Train,Corrected,6,1,Train,Train_Corrected_6_626.png
Dataset\Gambo\Train\Reversal\6_7422.png,6_7422.png,Train,Reversal,6,1,Train,Train_Reversal_6_7422.png
Dataset\Gambo\Train\Corrected\1_14059.png,1_14059.png,Train,Corrected,1,1,Train,Train_Corrected_1_14059.png
Dataset\Gambo\Train\Reversal\6_1686.png,6_1686.png,Train,Reversal,6,1,Train,Train_Reversal_6_1686.png
Dataset\Gambo\Train\Corrected\5_6136.png,5_6136.png,Train,Corrected,5,1,Train,Train_Corrected_5_6136.png
Dataset\Gambo\Train\Reversal\6_7341.png,6_7341.png,Train,Reversal,6,1,Train,Train_Reversal_6_7341.png
Dataset\Gambo\Train\Normal\L-1522.png,L-1522.png,Train,Normal,0,0,Train,Train_Normal_L-1522.png
Dataset\Gambo\Train\Reversal\6_23840.png,6_23840.png,Train,Reversal,6,1,Train,Train_Reversal_6_23840.png
Dataset\Gambo\Train\Reversal\6_306.png,6_306.png,Train,Reversal,6,1,Train,Train_Reversal_6_306.png
Dataset\Gambo\Test\Normal\N-253.png,N-253.png,Train,Normal,0,0,Test,Test_Normal_N-253.png
Dataset\Gambo\Train\Corrected\1_15848.png,1_15848.png,Train,Corrected,1,1,Train,Train_Corrected_1_15848.png
Dataset\Gambo\Train\Corrected\1_34435.png,1_34435.png,Train,Corrected,1,1,Train,Train_Corrected_1_34435.png
Dataset\Gambo\Train\Corrected\1_14361.png,1_14361.png,Train,Corrected,1,1,Train,Train_Corrected_1_14361.png
Dataset\Gambo\Train\Normal\M-2369.png,M-2369.png,Train,Normal,0,0,Train,Train_Normal_M-2369.png
Dataset\Gambo\Train\Corrected\1_33771.png,1_33771.png,Train,Corrected,1,1,Train,Train_Corrected_1_33771.png
Dataset\Gambo\Train\Corrected\3_164.png,3_164.png,Train,Corrected,3,1,Train,Train_Corrected_3_164.png
Dataset\Gambo\Train\Corrected\2_4838.png,2_4838.png,Train,Corrected,2,1,Train,Train_Corrected_2_4838.png
Dataset\Gambo\Test\Corrected\2_703.png,2_703.png,Train,Corrected,2,1,Test,Test_Corrected_2_703.png
Dataset\Gambo\Train\Normal\C-704.png,C-704.png,Train,Normal,0,0,Train,Train_Normal_C-704.png
Dataset\Gambo\Train\Corrected\2_326.png,2_326.png,Train,Corrected,2,1,Train,Train_Corrected_2_326.png
Dataset\Gambo\Test\Corrected\6_1203.png,6_1203.png,Train,Corrected,6,1,Test,Test_Corrected_6_1203.png
Dataset\Gambo\Train\Normal\W-147.png,W-147.png,Train,Normal,0,0,Train,Train_Normal_W-147.png
Dataset\Gambo\Train\Corrected\5_1094.png,5_1094.png,Train,Corrected,5,1,Train,Train_Corrected_5_1094.png
Dataset\Gambo\Test\Normal\T-250.png,T-250.png,Train,Normal,0,0,Test,Test_Normal_T-250.png
Dataset\Gambo\Train\Reversal\6_2001.png,6_2001.png,Train,Reversal,6,1,Train,Train_Reversal_6_2001.png
Dataset\Gambo\Train\Corrected\5_2418.png,5_2418.png,Train,Corrected,5,1,Train,Train_Corrected_5_2418.png
Dataset\Gambo\Test\Corrected\5_1209.png,5_1209.png,Train,Corrected,5,1,Test,Test_Corrected_5_1209.png
Dataset\Gambo\Train\Corrected\1_20688.png,1_20688.png,Train,Corrected,1,1,Train,Train_Corrected_1_20688.png
Dataset\Gambo\Train\Corrected\4_2309.png,4_2309.png,Train,Corrected,4,1,Train,Train_Corrected_4_2309.png
Dataset\Gambo\Test\Reversal\6_6345.png,6_6345.png,Train,Reversal,6,1,Test,Test_Reversal_6_6345.png
Dataset\Gambo\Train\Corrected\6_85.png,6_85.png,Train,Corrected,6,1,Train,Train_Corrected_6_85.png
Dataset\Gambo\Train\Corrected\4_3018.png,4_3018.png,Train,Corrected,4,1,Train,Train_Corrected_4_3018.png
Dataset\Gambo\Train\Corrected\1_18764.png,1_18764.png,Train,Corrected,1,1,Train,Train_Corrected_1_18764.png
Dataset\Gambo\Test\Corrected\1_6585.png,1_6585.png,Train,Corrected,1,1,Test,Test_Corrected_1_6585.png
Dataset\Gambo\Train\Corrected\1_4126.png,1_4126.png,Train,Corrected,1,1,Train,Train_Corrected_1_4126.png
Dataset\Gambo\Train\Corrected\2_6118.png,2_6118.png,Train,Corrected,2,1,Train,Train_Corrected_2_6118.png
Dataset\Gambo\Train\Reversal\6_25114.png,6_25114.png,Train,Reversal,6,1,Train,Train_Reversal_6_25114.png
Dataset\Gambo\Train\Corrected\1_33664.png,1_33664.png,Train,Corrected,1,1,Train,Train_Corrected_1_33664.png
Dataset\Gambo\Train\Corrected\1_11261.png,1_11261.png,Train,Corrected,1,1,Train,Train_Corrected_1_11261.png
Dataset\Gambo\Train\Corrected\1_22535.png,1_22535.png,Train,Corrected,1,1,Train,Train_Corrected_1_22535.png
Dataset\Gambo\Test\Normal\V-329.png,V-329.png,Train,Normal,0,0,Test,Test_Normal_V-329.png
Dataset\Gambo\Train\Corrected\6_4772.png,6_4772.png,Train,Corrected,6,1,Train,Train_Corrected_6_4772.png
Dataset\Gambo\Train\Corrected\1_21076.png,1_21076.png,Train,Corrected,1,1,Train,Train_Corrected_1_21076.png
Dataset\Gambo\Train\Normal\E-2404.png,E-2404.png,Train,Normal,0,0,Train,Train_Normal_E-2404.png
Dataset\Gambo\Test\Corrected\6_1102.png,6_1102.png,Train,Corrected,6,1,Test,Test_Corrected_6_1102.png
Dataset\Gambo\Train\Corrected\1_3800.png,1_3800.png,Train,Corrected,1,1,Train,Train_Corrected_1_3800.png
Dataset\Gambo\Train\Corrected\3_1431.png,3_1431.png,Train,Corrected,3,1,Train,Train_Corrected_3_1431.png
Dataset\Gambo\Test\Corrected\3_833.png,3_833.png,Train,Corrected,3,1,Test,Test_Corrected_3_833.png
Dataset\Gambo\Train\Corrected\6_1853.png,6_1853.png,Train,Corrected,6,1,Train,Train_Corrected_6_1853.png
Dataset\Gambo\Test\Corrected\1_8233.png,1_8233.png,Train,Corrected,1,1,Test,Test_Corrected_1_8233.png
Dataset\Gambo\Train\Reversal\6_12591.png,6_12591.png,Train,Reversal,6,1,Train,Train_Reversal_6_12591.png
Dataset\Gambo\Train\Corrected\6_710.png,6_710.png,Train,Corrected,6,1,Train,Train_Corrected_6_710.png
Dataset\Gambo\Train\Corrected\4_4663.png,4_4663.png,Train,Corrected,4,1,Train,Train_Corrected_4_4663.png
Dataset\Gambo\Train\Corrected\5_3995.png,5_3995.png,Train,Corrected,5,1,Train,Train_Corrected_5_3995.png
Dataset\Gambo\Test\Normal\C-271.png,C-271.png,Train,Normal,0,0,Test,Test_Normal_C-271.png
Dataset\Gambo\Train\Corrected\6_2815.png,6_2815.png,Train,Corrected,6,1,Train,Train_Corrected_6_2815.png
Dataset\Gambo\Train\Corrected\1_4067.png,1_4067.png,Train,Corrected,1,1,Train,Train_Corrected_1_4067.png
Dataset\Gambo\Train\Normal\N-517.png,N-517.png,Train,Normal,0,0,Train,Train_Normal_N-517.png
Dataset\Gambo\Train\Corrected\5_3302.png,5_3302.png,Train,Corrected,5,1,Train,Train_Corrected_5_3302.png
Dataset\Gambo\Train\Corrected\1_31335.png,1_31335.png,Train,Corrected,1,1,Train,Train_Corrected_1_31335.png
Dataset\Gambo\Train\Reversal\6_19813.png,6_19813.png,Train,Reversal,6,1,Train,Train_Reversal_6_19813.png
Dataset\Gambo\Train\Reversal\6_11761.png,6_11761.png,Train,Reversal,6,1,Train,Train_Reversal_6_11761.png
Dataset\Gambo\Test\Corrected\4_889.png,4_889.png,Train,Corrected,4,1,Test,Test_Corrected_4_889.png
Dataset\Gambo\Train\Reversal\6_12970.png,6_12970.png,Train,Reversal,6,1,Train,Train_Reversal_6_12970.png
Dataset\Gambo\Train\Corrected\6_4643.png,6_4643.png,Train,Corrected,6,1,Train,Train_Corrected_6_4643.png
Dataset\Gambo\Train\Corrected\1_11063.png,1_11063.png,Train,Corrected,1,1,Train,Train_Corrected_1_11063.png
Dataset\Gambo\Train\Corrected\5_4670.png,5_4670.png,Train,Corrected,5,1,Train,Train_Corrected_5_4670.png
Dataset\Gambo\Train\Reversal\6_8762.png,6_8762.png,Train,Reversal,6,1,Train,Train_Reversal_6_8762.png
Dataset\Gambo\Test\Corrected\1_1804.png,1_1804.png,Train,Corrected,1,1,Test,Test_Corrected_1_1804.png
Dataset\Gambo\Test\Corrected\1_2563.png,1_2563.png,Train,Corrected,1,1,Test,Test_Corrected_1_2563.png
Dataset\Gambo\Train\Reversal\6_13317.png,6_13317.png,Train,Reversal,6,1,Train,Train_Reversal_6_13317.png
Dataset\Gambo\Train\Reversal\6_21118.png,6_21118.png,Train,Reversal,6,1,Train,Train_Reversal_6_21118.png
Dataset\Gambo\Train\Normal\G-1094.png,G-1094.png,Train,Normal,0,0,Train,Train_Normal_G-1094.png
Dataset\Gambo\Train\Corrected\6_2725.png,6_2725.png,Train,Corrected,6,1,Train,Train_Corrected_6_2725.png
Dataset\Gambo\Test\Corrected\1_2861.png,1_2861.png,Train,Corrected,1,1,Test,Test_Corrected_1_2861.png
Dataset\Gambo\Train\Reversal\6_31373.png,6_31373.png,Train,Reversal,6,1,Train,Train_Reversal_6_31373.png
Dataset\Gambo\Train\Corrected\6_6004.png,6_6004.png,Train,Corrected,6,1,Train,Train_Corrected_6_6004.png
Dataset\Gambo\Test\Corrected\1_4218.png,1_4218.png,Train,Corrected,1,1,Test,Test_Corrected_1_4218.png
Dataset\Gambo\Train\Corrected\1_15219.png,1_15219.png,Train,Corrected,1,1,Train,Train_Corrected_1_15219.png
Dataset\Gambo\Train\Corrected\2_560.png,2_560.png,Train,Corrected,2,1,Train,Train_Corrected_2_560.png
Dataset\Gambo\Train\Corrected\6_6178.png,6_6178.png,Train,Corrected,6,1,Train,Train_Corrected_6_6178.png
Dataset\Gambo\Train\Reversal\6_21770.png,6_21770.png,Train,Reversal,6,1,Train,Train_Reversal_6_21770.png
Dataset\Gambo\Train\Reversal\6_2491.png,6_2491.png,Train,Reversal,6,1,Train,Train_Reversal_6_2491.png
Dataset\Gambo\Train\Corrected\1_23946.png,1_23946.png,Train,Corrected,1,1,Train,Train_Corrected_1_23946.png
Dataset\Gambo\Train\Reversal\6_13514.png,6_13514.png,Train,Reversal,6,1,Train,Train_Reversal_6_13514.png
Dataset\Gambo\Train\Corrected\3_5703.png,3_5703.png,Train,Corrected,3,1,Train,Train_Corrected_3_5703.png
Dataset\Gambo\Train\Corrected\1_3821.png,1_3821.png,Train,Corrected,1,1,Train,Train_Corrected_1_3821.png
Dataset\Gambo\Test\Corrected\3_746.png,3_746.png,Train,Corrected,3,1,Test,Test_Corrected_3_746.png
Dataset\Gambo\Train\Corrected\1_4522.png,1_4522.png,Train,Corrected,1,1,Train,Train_Corrected_1_4522.png
Dataset\Gambo\Train\Corrected\3_4046.png,3_4046.png,Train,Corrected,3,1,Train,Train_Corrected_3_4046.png
Dataset\Gambo\Train\Corrected\2_1849.png,2_1849.png,Train,Corrected,2,1,Train,Train_Corrected_2_1849.png
Dataset\Gambo\Test\Corrected\1_1886.png,1_1886.png,Train,Corrected,1,1,Test,Test_Corrected_1_1886.png
Dataset\Gambo\Train\Corrected\1_26336.png,1_26336.png,Train,Corrected,1,1,Train,Train_Corrected_1_26336.png
Dataset\Gambo\Train\Normal\C-773.png,C-773.png,Train,Normal,0,0,Train,Train_Normal_C-773.png
Dataset\Gambo\Test\Corrected\2_1009.png,2_1009.png,Train,Corrected,2,1,Test,Test_Corrected_2_1009.png
Dataset\Gambo\Train\Corrected\5_4004.png,5_4004.png,Train,Corrected,5,1,Train,Train_Corrected_5_4004.png
Dataset\Gambo\Test\Reversal\6_4445.png,6_4445.png,Train,Reversal,6,1,Test,Test_Reversal_6_4445.png
Dataset\Gambo\Test\Reversal\6_2467.png,6_2467.png,Train,Reversal,6,1,Test,Test_Reversal_6_2467.png
Dataset\Gambo\Train\Reversal\6_31370.png,6_31370.png,Train,Reversal,6,1,Train,Train_Reversal_6_31370.png
Dataset\Gambo\Train\Corrected\6_4501.png,6_4501.png,Train,Corrected,6,1,Train,Train_Corrected_6_4501.png
Dataset\Gambo\Train\Normal\C-1130.png,C-1130.png,Train,Normal,0,0,Train,Train_Normal_C-1130.png
