image_path,file_name,split,folder_category,severity_score,target_class,ink_density,center_of_mass_x,center_of_mass_y,bounding_box_ratio,stroke_transitions
Dataset\Gambo\Train\Corrected\1_21890.png,1_21890.png,Train,Corrected,1,1,0.191327,13.66,12.54,1.1875,2.5714
Dataset\Gambo\Train\Corrected\1_19026.png,1_19026.png,Train,Corrected,1,1,0.209184,12.3171,12.2256,1.0,1.6429
Dataset\Gambo\Train\Normal\N-1052.png,N-1052.png,Train,Normal,0,0,0.190051,13.8792,15.1812,0.9,2.5
Dataset\Gambo\Train\Corrected\6_4850.png,6_4850.png,Train,Corrected,6,1,0.144133,13.8053,13.0088,1.4615,2.3571
Dataset\Gambo\Train\Reversal\6_10552.png,6_10552.png,Train,Reversal,6,1,0.201531,11.7278,11.8734,1.0476,2.2857
Dataset\Gambo\Train\Corrected\1_32382.png,1_32382.png,Train,Corrected,1,1,0.145408,13.2193,13.1667,0.7895,2.0
Dataset\Gambo\Train\Corrected\6_33.png,6_33.png,Train,Corrected,6,1,0.128827,13.5446,13.0495,0.8,2.4286
Dataset\Gambo\Train\Corrected\3_2844.png,3_2844.png,Train,Corrected,3,1,0.178571,12.85,13.6143,1.0556,2.5
Dataset\Gambo\Train\Corrected\4_3394.png,4_3394.png,Train,Corrected,4,1,0.21301,13.7605,13.3293,1.0556,2.3571
Dataset\Gambo\Train\Corrected\1_23973.png,1_23973.png,Train,Corrected,1,1,0.071429,13.3393,12.5714,0.5,1.9286
Dataset\Gambo\Train\Reversal\6_3683.png,6_3683.png,Train,Reversal,6,1,0.117347,16.0543,11.9783,1.2667,1.5714
Dataset\Gambo\Train\Corrected\1_10406.png,1_10406.png,Train,Corrected,1,1,0.053571,13.4286,12.5714,0.7222,1.5
Dataset\Gambo\Train\Corrected\1_28681.png,1_28681.png,Train,Corrected,1,1,0.151786,13.6975,13.5126,1.0,2.8571
Dataset\Gambo\Train\Corrected\1_10656.png,1_10656.png,Train,Corrected,1,1,0.096939,12.6316,13.6053,0.8421,2.6429
Dataset\Gambo\Train\Corrected\1_14081.png,1_14081.png,Train,Corrected,1,1,0.156888,11.2195,12.5447,1.0556,2.5714
Dataset\Gambo\Train\Reversal\6_2578.png,6_2578.png,Train,Reversal,6,1,0.095663,14.3733,13.96,0.6316,1.8571
Dataset\Gambo\Train\Normal\L-2020.png,L-2020.png,Train,Normal,0,0,0.049745,12.0256,14.7692,2.5,1.4286
Dataset\Gambo\Train\Corrected\1_24570.png,1_24570.png,Train,Corrected,1,1,0.080357,12.0159,11.6508,1.8,1.7857
Dataset\Gambo\Train\Reversal\6_18723.png,6_18723.png,Train,Reversal,6,1,0.126276,13.0707,12.7071,0.6842,2.0714
Dataset\Gambo\Train\Corrected\1_14567.png,1_14567.png,Train,Corrected,1,1,0.131378,11.534,13.466,0.7778,2.2143
Dataset\Gambo\Train\Corrected\1_24127.png,1_24127.png,Train,Corrected,1,1,0.243622,14.1885,12.911,0.95,2.2857
Dataset\Gambo\Train\Corrected\1_1146.png,1_1146.png,Train,Corrected,1,1,0.131378,13.1165,12.3786,1.25,3.0
Dataset\Gambo\Train\Corrected\4_1746.png,4_1746.png,Train,Corrected,4,1,0.16199,11.3622,13.7008,1.0476,2.0714
Dataset\Gambo\Train\Corrected\2_5924.png,2_5924.png,Train,Corrected,2,1,0.196429,13.4156,12.9675,0.8947,1.9286
Dataset\Gambo\Train\Normal\C-1170.png,C-1170.png,Train,Normal,0,0,0.182398,11.972,13.9091,1.0,1.9286
Dataset\Gambo\Train\Corrected\3_4404.png,3_4404.png,Train,Corrected,3,1,0.137755,14.3981,12.287,0.9474,2.3571
Dataset\Gambo\Train\Corrected\2_3721.png,2_3721.png,Train,Corrected,2,1,0.145408,12.7456,13.2105,1.125,2.3571
Dataset\Gambo\Train\Corrected\1_28237.png,1_28237.png,Train,Corrected,1,1,0.16199,12.3386,13.8425,0.8947,2.2857
Dataset\Gambo\Train\Normal\F-906.png,F-906.png,Train,Normal,0,0,0.145408,9.3947,10.9211,1.0,1.5714
Dataset\Gambo\Train\Reversal\6_6591.png,6_6591.png,Train,Reversal,6,1,0.16199,13.622,14.1732,1.0,2.3571
Dataset\Gambo\Train\Reversal\6_22332.png,6_22332.png,Train,Reversal,6,1,0.104592,11.8171,16.0732,1.0,1.2857
Dataset\Gambo\Train\Reversal\6_1827.png,6_1827.png,Train,Reversal,6,1,0.163265,12.8359,13.0391,1.2667,1.5
Dataset\Gambo\Train\Corrected\6_5061.png,6_5061.png,Train,Corrected,6,1,0.247449,13.8454,13.1804,0.8947,1.7857
Dataset\Gambo\Train\Corrected\1_27905.png,1_27905.png,Train,Corrected,1,1,0.128827,12.8911,13.8119,1.3571,2.5
Dataset\Gambo\Train\Normal\D-1212.png,D-1212.png,Train,Normal,0,0,0.081633,13.7031,13.7656,0.7,2.0714
Dataset\Gambo\Train\Normal\A-2405.png,A-2405.png,Train,Normal,0,0,0.104592,15.3659,13.6829,1.25,2.4286
Dataset\Gambo\Train\Normal\C-1163.png,C-1163.png,Train,Normal,0,0,0.077806,12.623,13.5574,1.1111,2.2857
Dataset\Gambo\Train\Corrected\4_6429.png,4_6429.png,Train,Corrected,4,1,0.167092,12.7252,13.5344,0.8889,1.7143
Dataset\Gambo\Train\Normal\D-1940.png,D-1940.png,Train,Normal,0,0,0.155612,13.2049,13.3607,1.0,2.5
Dataset\Gambo\Train\Normal\G-2486.png,G-2486.png,Train,Normal,0,0,0.165816,12.0538,14.7077,1.0,2.0
Dataset\Gambo\Train\Corrected\1_239.png,1_239.png,Train,Corrected,1,1,0.156888,13.5122,13.4553,1.0,3.0
Dataset\Gambo\Train\Normal\J-2364.png,J-2364.png,Train,Normal,0,0,0.095663,12.56,12.6667,0.8,1.8571
Dataset\Gambo\Train\Corrected\3_5288.png,3_5288.png,Train,Corrected,3,1,0.095663,13.8933,12.72,1.0,2.1429
Dataset\Gambo\Train\Corrected\4_5806.png,4_5806.png,Train,Corrected,4,1,0.159439,12.936,11.44,0.9474,2.2857
Dataset\Gambo\Train\Reversal\6_3517.png,6_3517.png,Train,Reversal,6,1,0.172194,15.9407,11.6815,1.0,1.7143
Dataset\Gambo\Train\Reversal\6_13282.png,6_13282.png,Train,Reversal,6,1,0.122449,15.4688,15.7396,1.05,2.0714
Dataset\Gambo\Train\Normal\E-1785.png,E-1785.png,Train,Normal,0,0,0.173469,12.5074,14.2941,1.1111,1.7857
Dataset\Gambo\Train\Normal\M-1529.png,M-1529.png,Train,Normal,0,0,0.220663,14.2081,12.2775,0.9,2.7143
Dataset\Gambo\Train\Normal\D-1381.png,D-1381.png,Train,Normal,0,0,0.095663,13.2933,14.0667,0.8,2.0
Dataset\Gambo\Train\Reversal\6_564.png,6_564.png,Train,Reversal,6,1,0.1875,13.1361,13.2653,1.1111,2.0714
Dataset\Gambo\Train\Reversal\6_21496.png,6_21496.png,Train,Reversal,6,1,0.131378,15.5049,14.0777,1.25,2.3571
Dataset\Gambo\Train\Reversal\6_20027.png,6_20027.png,Train,Reversal,6,1,0.07398,15.0345,15.4655,1.7273,1.4286
Dataset\Gambo\Train\Corrected\4_2812.png,4_2812.png,Train,Corrected,4,1,0.145408,12.3772,13.6579,1.0556,2.2857
Dataset\Gambo\Train\Corrected\1_31266.png,1_31266.png,Train,Corrected,1,1,0.170918,12.0299,11.0075,1.0526,2.1429
Dataset\Gambo\Train\Normal\E-1065.png,E-1065.png,Train,Normal,0,0,0.086735,12.8235,13.8382,0.3,0.6429
Dataset\Gambo\Train\Reversal\6_32108.png,6_32108.png,Train,Reversal,6,1,0.126276,11.9798,16.0808,1.2941,1.9286
Dataset\Gambo\Train\Normal\I-625.png,I-625.png,Train,Normal,0,0,0.17602,13.5,13.413,1.0,1.7143
Dataset\Gambo\Train\Reversal\6_23211.png,6_23211.png,Train,Reversal,6,1,0.112245,15.2727,14.6477,0.9474,2.0
Dataset\Gambo\Train\Normal\E-1560.png,E-1560.png,Train,Normal,0,0,0.149235,11.7607,13.8376,1.1111,1.5714
Dataset\Gambo\Train\Normal\L-1215.png,L-1215.png,Train,Normal,0,0,0.123724,12.5258,15.5876,1.4286,1.4286
Dataset\Gambo\Train\Corrected\1_34448.png,1_34448.png,Train,Corrected,1,1,0.181122,13.7676,13.0704,1.1176,2.1429
Dataset\Gambo\Train\Corrected\1_3964.png,1_3964.png,Train,Corrected,1,1,0.146684,11.8,14.6609,1.25,2.4286
Dataset\Gambo\Train\Corrected\1_21431.png,1_21431.png,Train,Corrected,1,1,0.147959,14.3362,12.8017,1.0556,2.3571
Dataset\Gambo\Train\Reversal\6_1914.png,6_1914.png,Train,Reversal,6,1,0.160714,13.4762,13.1349,1.3571,1.8571
Dataset\Gambo\Train\Corrected\1_19098.png,1_19098.png,Train,Corrected,1,1,0.112245,13.0568,12.7955,0.9474,2.7143
Dataset\Gambo\Train\Normal\G-1279.png,G-1279.png,Train,Normal,0,0,0.167092,12.8473,14.4122,1.1111,2.2857
Dataset\Gambo\Train\Reversal\6_10243.png,6_10243.png,Train,Reversal,6,1,0.257653,13.3911,12.3416,1.1053,1.9286
Dataset\Gambo\Train\Corrected\3_4519.png,3_4519.png,Train,Corrected,3,1,0.158163,11.8306,12.5323,1.0,2.2857
Dataset\Gambo\Train\Reversal\6_1550.png,6_1550.png,Train,Reversal,6,1,0.1875,13.5578,12.8163,1.2667,1.7143
Dataset\Gambo\Train\Corrected\6_3101.png,6_3101.png,Train,Corrected,6,1,0.22449,13.2727,13.7045,1.0556,1.7857
Dataset\Gambo\Train\Corrected\1_11340.png,1_11340.png,Train,Corrected,1,1,0.218112,12.9006,13.0292,0.9048,2.5
Dataset\Gambo\Train\Corrected\1_14663.png,1_14663.png,Train,Corrected,1,1,0.160714,13.4921,12.5873,0.9474,2.3571
Dataset\Gambo\Train\Reversal\6_13989.png,6_13989.png,Train,Reversal,6,1,0.156888,12.1138,13.0488,0.8421,1.8571
Dataset\Gambo\Train\Reversal\6_5860.png,6_5860.png,Train,Reversal,6,1,0.186224,12.8836,13.8425,1.1,2.3571
Dataset\Gambo\Train\Corrected\2_2903.png,2_2903.png,Train,Corrected,2,1,0.121173,12.3684,13.2737,1.125,2.6429
Dataset\Gambo\Train\Normal\M-1637.png,M-1637.png,Train,Normal,0,0,0.183673,15.1944,12.4653,1.0,3.0
Dataset\Gambo\Train\Corrected\1_24944.png,1_24944.png,Train,Corrected,1,1,0.112245,12.1591,12.2386,1.3846,1.9286
Dataset\Gambo\Train\Corrected\1_28318.png,1_28318.png,Train,Corrected,1,1,0.132653,14.2885,12.9135,0.8333,2.0
Dataset\Gambo\Train\Corrected\1_10159.png,1_10159.png,Train,Corrected,1,1,0.094388,12.9865,12.527,0.7895,2.1429
Dataset\Gambo\Train\Reversal\6_22566.png,6_22566.png,Train,Reversal,6,1,0.126276,11.5455,16.4141,1.0,1.4286
Dataset\Gambo\Train\Corrected\1_17360.png,1_17360.png,Train,Corrected,1,1,0.125,14.102,12.4694,0.8333,2.2857
Dataset\Gambo\Train\Corrected\1_11903.png,1_11903.png,Train,Corrected,1,1,0.08801,13.3043,11.5797,1.0,1.7143
Dataset\Gambo\Train\Corrected\6_5090.png,6_5090.png,Train,Corrected,6,1,0.108418,13.4353,12.3176,0.7895,1.8571
Dataset\Gambo\Train\Corrected\1_18251.png,1_18251.png,Train,Corrected,1,1,0.123724,11.3299,11.4845,1.1333,2.2143
Dataset\Gambo\Train\Corrected\1_34480.png,1_34480.png,Train,Corrected,1,1,0.183673,13.9028,13.1944,1.0,2.4286
Dataset\Gambo\Train\Reversal\6_13988.png,6_13988.png,Train,Reversal,6,1,0.079082,13.1935,12.6935,0.7895,1.9286
Dataset\Gambo\Train\Corrected\1_33247.png,1_33247.png,Train,Corrected,1,1,0.084184,13.7879,12.803,1.3571,2.5714
Dataset\Gambo\Train\Normal\M-2276.png,M-2276.png,Train,Normal,0,0,0.119898,14.5638,13.4149,0.9,3.2143
Dataset\Gambo\Train\Normal\M-1964.png,M-1964.png,Train,Normal,0,0,0.184949,12.6345,12.8483,1.0,3.3571
Dataset\Gambo\Train\Normal\M-834.png,M-834.png,Train,Normal,0,0,0.163265,13.2891,12.9219,0.5,1.5
Dataset\Gambo\Train\Reversal\6_16873.png,6_16873.png,Train,Reversal,6,1,0.132653,13.6827,12.0769,1.3333,2.1429
Dataset\Gambo\Train\Reversal\6_18746.png,6_18746.png,Train,Reversal,6,1,0.133929,13.4476,13.1333,0.8421,2.3571
Dataset\Gambo\Train\Reversal\6_12401.png,6_12401.png,Train,Reversal,6,1,0.267857,13.5905,14.0095,1.1053,2.2857
Dataset\Gambo\Train\Reversal\6_13285.png,6_13285.png,Train,Reversal,6,1,0.177296,13.4748,13.4388,0.9444,2.2143
Dataset\Gambo\Train\Corrected\5_2842.png,5_2842.png,Train,Corrected,5,1,0.108418,13.1647,13.5412,0.8421,1.7143
Dataset\Gambo\Train\Reversal\6_29637.png,6_29637.png,Train,Reversal,6,1,0.126276,15.0606,14.0505,0.6842,1.2143
Dataset\Gambo\Train\Corrected\2_844.png,2_844.png,Train,Corrected,2,1,0.075255,10.9153,10.8136,1.2143,1.7143
Dataset\Gambo\Train\Reversal\6_31937.png,6_31937.png,Train,Reversal,6,1,0.266582,14.3876,15.134,1.1,2.2857
Dataset\Gambo\Train\Corrected\5_3510.png,5_3510.png,Train,Corrected,5,1,0.167092,13.4351,12.8473,0.8947,2.7857
Dataset\Gambo\Train\Reversal\6_23309.png,6_23309.png,Train,Reversal,6,1,0.159439,12.632,14.112,1.1176,2.2143
Dataset\Gambo\Train\Reversal\6_2744.png,6_2744.png,Train,Reversal,6,1,0.13648,13.5888,14.2804,0.9444,2.4286
Dataset\Gambo\Train\Reversal\6_30998.png,6_30998.png,Train,Reversal,6,1,0.153061,13.175,13.3333,1.2667,2.8571
Dataset\Gambo\Train\Corrected\1_21189.png,1_21189.png,Train,Corrected,1,1,0.192602,14.6159,12.9669,1.125,1.9286
Dataset\Gambo\Train\Reversal\6_15740.png,6_15740.png,Train,Reversal,6,1,0.191327,12.82,11.58,1.0,2.1429
Dataset\Gambo\Train\Reversal\6_26458.png,6_26458.png,Train,Reversal,6,1,0.19898,12.9872,13.3077,1.1176,2.1429
Dataset\Gambo\Train\Reversal\6_3953.png,6_3953.png,Train,Reversal,6,1,0.147959,13.8103,12.8707,1.125,1.3571
Dataset\Gambo\Train\Reversal\6_21028.png,6_21028.png,Train,Reversal,6,1,0.131378,15.3107,12.9806,0.95,2.8571
Dataset\Gambo\Train\Reversal\6_22636.png,6_22636.png,Train,Reversal,6,1,0.100765,10.7722,15.7215,1.05,1.7143
Dataset\Gambo\Train\Reversal\6_22447.png,6_22447.png,Train,Reversal,6,1,0.103316,9.5309,16.3827,0.9474,1.5
Dataset\Gambo\Train\Corrected\6_835.png,6_835.png,Train,Corrected,6,1,0.095663,11.6,14.3067,0.8947,2.0714
Dataset\Gambo\Train\Corrected\1_15671.png,1_15671.png,Train,Corrected,1,1,0.126276,13.0,13.2626,0.8421,2.5714
Dataset\Gambo\Train\Corrected\5_5009.png,5_5009.png,Train,Corrected,5,1,0.241071,13.8783,13.0847,1.1111,2.5714
Dataset\Gambo\Train\Corrected\1_24411.png,1_24411.png,Train,Corrected,1,1,0.084184,11.6818,12.2879,1.4615,2.4286
Dataset\Gambo\Train\Corrected\2_3500.png,2_3500.png,Train,Corrected,2,1,0.130102,12.0098,11.4314,1.0588,2.2857
Dataset\Gambo\Train\Corrected\2_2087.png,2_2087.png,Train,Corrected,2,1,0.127551,13.32,13.43,0.7222,1.5
Dataset\Gambo\Train\Normal\L-672.png,L-672.png,Train,Normal,0,0,0.072704,12.7368,15.8772,1.6667,1.5
Dataset\Gambo\Train\Normal\A-724.png,A-724.png,Train,Normal,0,0,0.096939,14.5789,12.4868,0.9,2.0
Dataset\Gambo\Train\Normal\E-2082.png,E-2082.png,Train,Normal,0,0,0.190051,12.1007,13.2215,1.0,1.6429
Dataset\Gambo\Train\Reversal\6_18193.png,6_18193.png,Train,Reversal,6,1,0.100765,13.9114,11.7595,1.1875,1.9286
Dataset\Gambo\Train\Corrected\6_4936.png,6_4936.png,Train,Corrected,6,1,0.204082,14.2812,12.8812,1.0,2.2857
Dataset\Gambo\Train\Corrected\1_32266.png,1_32266.png,Train,Corrected,1,1,0.105867,13.8434,14.5663,1.1765,2.5
Dataset\Gambo\Train\Corrected\5_1803.png,5_1803.png,Train,Corrected,5,1,0.067602,13.717,13.0,0.3684,1.4286
Dataset\Gambo\Train\Normal\L-2342.png,L-2342.png,Train,Normal,0,0,0.125,10.6531,16.6429,0.8,1.2857
Dataset\Gambo\Train\Corrected\1_4991.png,1_4991.png,Train,Corrected,1,1,0.135204,14.1981,12.283,0.8,2.0
Dataset\Gambo\Train\Corrected\1_3165.png,1_3165.png,Train,Corrected,1,1,0.102041,13.6375,12.8125,0.5,0.7857
Dataset\Gambo\Train\Reversal\6_25458.png,6_25458.png,Train,Reversal,6,1,0.178571,15.1429,13.6571,1.25,1.4286
Dataset\Gambo\Train\Normal\H-2458.png,H-2458.png,Train,Normal,0,0,0.147959,14.0862,14.3362,1.0,2.7143
Dataset\Gambo\Train\Corrected\1_11759.png,1_11759.png,Train,Corrected,1,1,0.128827,11.5743,11.2772,1.4167,1.5
Dataset\Gambo\Train\Normal\J-860.png,J-860.png,Train,Normal,0,0,0.112245,12.4659,11.6705,0.8,1.3571
Dataset\Gambo\Train\Corrected\6_5231.png,6_5231.png,Train,Corrected,6,1,0.140306,14.0091,12.7818,0.7895,1.9286
Dataset\Gambo\Train\Reversal\6_7400.png,6_7400.png,Train,Reversal,6,1,0.164541,12.7287,12.3876,1.0455,2.4286
Dataset\Gambo\Train\Normal\F-518.png,F-518.png,Train,Normal,0,0,0.135204,11.9245,11.6226,1.0,1.4286
Dataset\Gambo\Train\Corrected\6_2051.png,6_2051.png,Train,Corrected,6,1,0.081633,13.2188,13.5469,0.5263,1.2857
Dataset\Gambo\Train\Corrected\2_386.png,2_386.png,Train,Corrected,2,1,0.149235,12.0256,9.9915,0.9444,1.7857
Dataset\Gambo\Train\Reversal\6_8829.png,6_8829.png,Train,Reversal,6,1,0.197704,12.0129,12.6581,0.95,2.2143
Dataset\Gambo\Train\Corrected\6_3170.png,6_3170.png,Train,Corrected,6,1,0.119898,11.9043,13.5957,0.6842,1.5
Dataset\Gambo\Train\Reversal\6_4346.png,6_4346.png,Train,Reversal,6,1,0.201531,14.3354,12.557,0.95,1.8571
Dataset\Gambo\Train\Reversal\6_5240.png,6_5240.png,Train,Reversal,6,1,0.195153,13.5621,12.3595,0.9412,1.4286
Dataset\Gambo\Train\Corrected\4_723.png,4_723.png,Train,Corrected,4,1,0.079082,12.0806,11.8548,1.1176,2.7143
Dataset\Gambo\Train\Reversal\6_100.png,6_100.png,Train,Reversal,6,1,0.110969,15.1034,13.6092,0.7368,1.3571
Dataset\Gambo\Train\Normal\D-2132.png,D-2132.png,Train,Normal,0,0,0.320153,12.4622,13.4263,1.0,2.3571
Dataset\Gambo\Train\Corrected\1_21359.png,1_21359.png,Train,Corrected,1,1,0.141582,12.6306,13.6396,0.8333,2.1429
Dataset\Gambo\Train\Corrected\1_4811.png,1_4811.png,Train,Corrected,1,1,0.1875,13.9252,14.068,0.9,2.0
Dataset\Gambo\Train\Corrected\1_31010.png,1_31010.png,Train,Corrected,1,1,0.128827,11.6238,11.703,1.1765,2.4286
Dataset\Gambo\Train\Normal\G-2220.png,G-2220.png,Train,Normal,0,0,0.196429,13.2792,13.7013,1.0526,2.2143
Dataset\Gambo\Train\Corrected\2_180.png,2_180.png,Train,Corrected,2,1,0.112245,9.5682,12.8068,1.0,2.2143
Dataset\Gambo\Train\Corrected\1_28764.png,1_28764.png,Train,Corrected,1,1,0.155612,13.5082,15.3525,1.0,2.1429
Dataset\Gambo\Train\Corrected\1_11610.png,1_11610.png,Train,Corrected,1,1,0.144133,12.3363,11.6549,0.8947,2.0714
Dataset\Gambo\Train\Corrected\6_1857.png,6_1857.png,Train,Corrected,6,1,0.077806,14.9344,11.6721,0.6316,1.5714
Dataset\Gambo\Train\Corrected\1_31803.png,1_31803.png,Train,Corrected,1,1,0.144133,12.5929,12.1416,1.2667,2.4286
Dataset\Gambo\Train\Corrected\5_2354.png,5_2354.png,Train,Corrected,5,1,0.077806,13.0,12.8689,1.4615,1.3571
Dataset\Gambo\Train\Reversal\6_22861.png,6_22861.png,Train,Reversal,6,1,0.149235,11.4872,15.2906,1.1111,1.9286
Dataset\Gambo\Train\Reversal\6_1973.png,6_1973.png,Train,Reversal,6,1,0.206633,12.6481,13.4136,1.0,1.7857
Dataset\Gambo\Train\Corrected\6_2139.png,6_2139.png,Train,Corrected,6,1,0.068878,12.1111,12.7963,0.4211,1.4286
Dataset\Gambo\Train\Reversal\6_13715.png,6_13715.png,Train,Reversal,6,1,0.140306,13.6636,15.3182,1.1111,2.2143
Dataset\Gambo\Train\Reversal\6_6239.png,6_6239.png,Train,Reversal,6,1,0.183673,13.8264,12.9167,0.8947,2.2143
Dataset\Gambo\Train\Normal\B-654.png,B-654.png,Train,Normal,0,0,0.183673,13.1736,13.4236,1.25,2.5714
Dataset\Gambo\Train\Normal\C-1586.png,C-1586.png,Train,Normal,0,0,0.205357,12.354,14.441,1.1111,1.6429
Dataset\Gambo\Train\Corrected\2_5262.png,2_5262.png,Train,Corrected,2,1,0.172194,11.4963,12.4667,0.8333,1.6429
Dataset\Gambo\Train\Corrected\1_23923.png,1_23923.png,Train,Corrected,1,1,0.109694,12.814,13.3488,0.8235,2.3571
Dataset\Gambo\Train\Reversal\6_16390.png,6_16390.png,Train,Reversal,6,1,0.098214,13.961,11.6753,1.9,1.9286
Dataset\Gambo\Train\Corrected\1_37910.png,1_37910.png,Train,Corrected,1,1,0.146684,12.4,12.8261,1.1875,2.2143
Dataset\Gambo\Train\Corrected\5_4206.png,5_4206.png,Train,Corrected,5,1,0.094388,14.973,13.7973,1.4615,2.4286
Dataset\Gambo\Train\Corrected\4_4097.png,4_4097.png,Train,Corrected,4,1,0.173469,13.1029,12.6838,1.3846,1.5714
Dataset\Gambo\Train\Reversal\6_5875.png,6_5875.png,Train,Reversal,6,1,0.193878,13.6842,12.1579,0.8696,3.7857
Dataset\Gambo\Train\Normal\B-1318.png,B-1318.png,Train,Normal,0,0,0.165816,13.4385,13.7923,1.4286,2.5
Dataset\Gambo\Train\Normal\C-2025.png,C-2025.png,Train,Normal,0,0,0.11352,12.2809,13.5056,1.25,2.0714
Dataset\Gambo\Train\Corrected\6_3493.png,6_3493.png,Train,Corrected,6,1,0.139031,13.0183,13.4312,1.2667,3.0714
Dataset\Gambo\Train\Reversal\6_15462.png,6_15462.png,Train,Reversal,6,1,0.126276,13.404,13.9394,0.7368,1.8571
Dataset\Gambo\Train\Corrected\1_13577.png,1_13577.png,Train,Corrected,1,1,0.196429,12.8247,12.6883,0.8947,2.1429
Dataset\Gambo\Train\Reversal\6_7404.png,6_7404.png,Train,Reversal,6,1,0.163265,11.9375,12.4297,0.8636,2.5714
Dataset\Gambo\Train\Normal\H-1086.png,H-1086.png,Train,Normal,0,0,0.165816,14.2,14.8538,1.1111,2.2143
Dataset\Gambo\Train\Corrected\1_31820.png,1_31820.png,Train,Corrected,1,1,0.076531,13.3167,13.0,0.8889,1.8571
Dataset\Gambo\Train\Corrected\1_12254.png,1_12254.png,Train,Corrected,1,1,0.080357,12.5238,12.3016,1.0625,2.2857
Dataset\Gambo\Train\Corrected\1_31660.png,1_31660.png,Train,Corrected,1,1,0.112245,13.0568,11.5227,1.1111,2.1429
Dataset\Gambo\Train\Corrected\1_24014.png,1_24014.png,Train,Corrected,1,1,0.100765,13.8987,12.3544,0.5789,2.0714
Dataset\Gambo\Train\Corrected\5_1760.png,5_1760.png,Train,Corrected,5,1,0.116071,13.3626,13.2637,0.7647,2.5714
Dataset\Gambo\Train\Corrected\2_5046.png,2_5046.png,Train,Corrected,2,1,0.127551,13.89,12.48,1.0,2.2143
Dataset\Gambo\Train\Corrected\1_14857.png,1_14857.png,Train,Corrected,1,1,0.137755,13.3981,12.6944,0.9474,2.4286
Dataset\Gambo\Train\Reversal\6_2710.png,6_2710.png,Train,Reversal,6,1,0.145408,13.807,12.4298,1.2667,2.1429
Dataset\Gambo\Train\Corrected\1_31125.png,1_31125.png,Train,Corrected,1,1,0.114796,12.6556,12.1889,1.3333,2.5714
Dataset\Gambo\Train\Normal\H-1140.png,H-1140.png,Train,Normal,0,0,0.160714,13.7381,13.5794,1.0,2.3571
Dataset\Gambo\Train\Normal\A-1132.png,A-1132.png,Train,Normal,0,0,0.158163,13.3387,14.121,1.4286,2.2143
Dataset\Gambo\Train\Corrected\3_1124.png,3_1124.png,Train,Corrected,3,1,0.137755,12.1667,12.1481,0.8947,1.7857
Dataset\Gambo\Train\Reversal\6_6133.png,6_6133.png,Train,Reversal,6,1,0.142857,14.6786,11.4375,1.1765,1.5714
Dataset\Gambo\Train\Reversal\6_16984.png,6_16984.png,Train,Reversal,6,1,0.08801,14.2754,11.0725,1.7273,1.7143
Dataset\Gambo\Train\Corrected\1_10716.png,1_10716.png,Train,Corrected,1,1,0.072704,12.807,12.193,0.6471,1.7143
Dataset\Gambo\Train\Corrected\4_5010.png,4_5010.png,Train,Corrected,4,1,0.135204,13.4528,12.1887,1.125,2.2857
Dataset\Gambo\Train\Reversal\6_13713.png,6_13713.png,Train,Reversal,6,1,0.221939,12.4138,12.7011,0.8696,3.5714
Dataset\Gambo\Train\Corrected\4_6272.png,4_6272.png,Train,Corrected,4,1,0.15051,14.5678,12.0593,0.7647,1.4286
Dataset\Gambo\Train\Corrected\2_5537.png,2_5537.png,Train,Corrected,2,1,0.116071,13.7143,13.1319,1.0,2.2857
Dataset\Gambo\Train\Reversal\6_24492.png,6_24492.png,Train,Reversal,6,1,0.118622,17.129,12.3226,1.0,1.5
Dataset\Gambo\Train\Normal\N-1579.png,N-1579.png,Train,Normal,0,0,0.159439,13.608,14.288,0.9,2.5
Dataset\Gambo\Train\Corrected\3_2189.png,3_2189.png,Train,Corrected,3,1,0.081633,13.5156,13.7188,1.0588,1.6429
Dataset\Gambo\Train\Reversal\6_15139.png,6_15139.png,Train,Reversal,6,1,0.168367,12.8182,14.0,1.0,2.9286
Dataset\Gambo\Train\Corrected\1_27210.png,1_27210.png,Train,Corrected,1,1,0.082908,14.1538,12.9846,0.7778,1.5
Dataset\Gambo\Train\Corrected\1_12217.png,1_12217.png,Train,Corrected,1,1,0.080357,11.3968,11.6825,1.2857,2.2857
Dataset\Gambo\Train\Corrected\3_1968.png,3_1968.png,Train,Corrected,3,1,0.125,12.102,12.2449,0.8333,2.3571
Dataset\Gambo\Train\Corrected\2_3469.png,2_3469.png,Train,Corrected,2,1,0.118622,12.129,13.5699,1.0,2.3571
Dataset\Gambo\Train\Corrected\6_337.png,6_337.png,Train,Corrected,6,1,0.048469,13.3421,11.1316,1.9,1.5
Dataset\Gambo\Train\Normal\J-1495.png,J-1495.png,Train,Normal,0,0,0.128827,15.5644,16.0198,1.25,1.6429
Dataset\Gambo\Train\Corrected\1_28652.png,1_28652.png,Train,Corrected,1,1,0.090561,13.1972,14.3803,1.9,1.3571
Dataset\Gambo\Train\Corrected\2_4683.png,2_4683.png,Train,Corrected,2,1,0.16199,11.7087,13.2992,0.8333,1.3571
Dataset\Gambo\Train\Corrected\6_4824.png,6_4824.png,Train,Corrected,6,1,0.133929,14.4381,13.2857,1.2667,1.8571
Dataset\Gambo\Train\Reversal\6_21004.png,6_21004.png,Train,Reversal,6,1,0.137755,15.0833,13.4815,1.0526,2.2143
Dataset\Gambo\Train\Corrected\1_10566.png,1_10566.png,Train,Corrected,1,1,0.130102,12.902,11.9902,1.0,1.8571
